               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 153,              0.1306,            0.029926,                   0,             0.53043,             0.34343,             0.33929,             0.11643,             0.11809,            0.031866,                   0,            0.004984,            0.004984,            0.004984
                 154,              0.1274,            0.031087,                   0,             0.55225,             0.34311,             0.34614,             0.12098,             0.11739,            0.032742,                   0,            0.004951,            0.004951,            0.004951
                 155,             0.13002,            0.031398,                   0,             0.53128,               0.342,             0.33907,             0.11931,             0.11792,            0.032419,                   0,            0.004918,            0.004918,            0.004918
                 156,             0.12968,             0.03125,                   0,             0.53276,             0.34208,             0.33867,             0.11528,             0.11821,            0.031547,                   0,            0.004885,            0.004885,            0.004885
                 157,             0.12724,            0.031293,                   0,             0.55086,             0.34391,             0.34755,             0.12072,             0.11744,            0.032482,                   0,            0.004852,            0.004852,            0.004852
                 158,             0.12836,            0.031152,                   0,             0.55078,             0.34502,              0.3489,             0.12025,              0.1175,            0.032032,                   0,            0.004819,            0.004819,            0.004819
                 159,             0.12913,            0.031108,                   0,             0.54085,             0.34375,             0.34271,             0.11844,             0.11778,            0.031828,                   0,            0.004786,            0.004786,            0.004786
                 160,             0.12723,            0.031655,                   0,             0.54772,             0.35263,             0.35342,             0.12659,             0.11737,             0.03262,                   0,            0.004753,            0.004753,            0.004753
                 161,              0.1278,            0.031034,                   0,             0.54019,             0.36052,             0.35763,             0.12497,             0.11721,            0.032701,                   0,             0.00472,             0.00472,             0.00472
                 162,             0.12953,            0.031023,                   0,             0.55578,             0.34902,             0.35202,             0.12035,             0.11759,            0.032096,                   0,            0.004687,            0.004687,            0.004687
                 163,             0.12799,              0.0323,                   0,             0.55924,             0.34469,             0.35269,             0.12457,             0.11681,            0.032502,                   0,            0.004654,            0.004654,            0.004654
                 164,             0.12755,            0.031707,                   0,             0.54356,             0.35112,             0.35887,             0.13082,             0.11685,            0.031941,                   0,            0.004621,            0.004621,            0.004621
                 165,             0.12807,            0.032174,                   0,              0.5561,             0.34311,             0.34895,             0.12127,             0.11745,            0.031667,                   0,            0.004588,            0.004588,            0.004588
                 166,              0.1266,            0.031498,                   0,             0.57042,             0.34724,             0.35743,             0.12698,             0.11664,            0.031996,                   0,            0.004555,            0.004555,            0.004555
                 167,             0.12824,            0.031511,                   0,             0.55167,             0.35233,             0.35664,             0.12254,             0.11704,            0.032352,                   0,            0.004522,            0.004522,            0.004522
                 168,             0.12893,            0.029223,                   0,             0.54507,             0.35184,             0.35672,             0.12457,             0.11692,            0.031916,                   0,            0.004489,            0.004489,            0.004489
