               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 169,            0.036527,           0.0067281,                   0,             0.72208,              0.5597,             0.63818,             0.29993,            0.025658,           0.0054023,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.036879,           0.0065997,                   0,             0.72355,             0.56049,             0.63888,             0.30013,            0.025641,           0.0053972,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.036497,           0.0066505,                   0,             0.72469,             0.56065,             0.63948,             0.30063,             0.02563,           0.0053956,                   0,             0.00439,             0.00439,             0.00439
                 172,            0.036589,           0.0065065,                   0,             0.72614,              0.5601,             0.64051,             0.30104,            0.025612,           0.0053938,                   0,            0.004357,            0.004357,            0.004357
                 173,            0.036755,           0.0065301,                   0,             0.72598,             0.56025,             0.64108,             0.30152,            0.025598,            0.005387,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.036666,           0.0067588,                   0,             0.72554,             0.56113,             0.64163,             0.30187,             0.02558,           0.0053858,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.036774,           0.0066001,                   0,             0.72489,             0.56057,             0.64126,             0.30197,            0.025566,           0.0053829,                   0,            0.004258,            0.004258,            0.004258
                 176,            0.036064,           0.0066374,                   0,             0.72675,             0.56097,             0.64239,             0.30224,            0.025548,           0.0053771,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.036418,           0.0065715,                   0,             0.72632,             0.56214,              0.6431,             0.30272,            0.025534,           0.0053716,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.035818,            0.006224,                   0,             0.72579,             0.56335,             0.64399,             0.30331,            0.025512,           0.0053646,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.035956,           0.0065231,                   0,             0.72273,             0.56565,             0.64434,             0.30375,            0.025495,           0.0053617,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.035935,           0.0064613,                   0,             0.72125,             0.56759,             0.64495,             0.30419,            0.025479,           0.0053556,                   0,            0.004093,            0.004093,            0.004093
                 181,            0.035995,             0.00652,                   0,             0.72285,             0.56695,             0.64536,             0.30446,            0.025461,           0.0053513,                   0,             0.00406,             0.00406,             0.00406
                 182,            0.035851,           0.0064551,                   0,             0.72263,             0.56776,             0.64602,              0.3048,             0.02544,           0.0053434,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.036304,           0.0067024,                   0,             0.72287,             0.56803,             0.64632,             0.30501,            0.025423,           0.0053385,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.036355,           0.0065627,                   0,             0.72252,             0.56973,             0.64709,              0.3054,            0.025402,           0.0053341,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.036441,           0.0067543,                   0,             0.72485,             0.56911,             0.64751,             0.30564,            0.025386,           0.0053276,                   0,            0.003928,            0.003928,            0.003928
                 186,             0.03551,           0.0063234,                   0,             0.72379,             0.57149,             0.64831,              0.3061,            0.025367,           0.0053235,                   0,            0.003895,            0.003895,            0.003895
                 187,            0.036308,           0.0065538,                   0,             0.72281,             0.57438,             0.64924,             0.30654,            0.025349,           0.0053201,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.036184,           0.0066555,                   0,              0.7203,             0.57656,             0.65038,             0.30702,            0.025329,           0.0053133,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.035877,           0.0066375,                   0,             0.71946,             0.57691,             0.65062,             0.30735,            0.025312,           0.0053092,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.036061,           0.0064917,                   0,             0.72083,             0.57767,             0.65133,             0.30795,            0.025291,           0.0053043,                   0,            0.003763,            0.003763,            0.003763
                 191,            0.035927,           0.0065024,                   0,             0.72538,             0.57739,             0.65221,             0.30843,            0.025269,           0.0052999,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.035844,           0.0063292,                   0,             0.72537,             0.57792,              0.6528,             0.30894,            0.025254,           0.0052937,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.035809,           0.0063158,                   0,             0.72572,             0.57921,             0.65311,             0.30956,             0.02524,           0.0052893,                   0,            0.003664,            0.003664,            0.003664
                 194,            0.035764,           0.0062145,                   0,             0.72433,             0.58012,             0.65323,             0.30987,            0.025226,           0.0052834,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.036149,           0.0063594,                   0,             0.72389,             0.58231,             0.65433,             0.31022,            0.025212,           0.0052772,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.035604,           0.0063459,                   0,             0.72528,             0.58331,              0.6551,             0.31062,              0.0252,           0.0052752,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.036251,           0.0064869,                   0,             0.72617,              0.5831,             0.65582,               0.311,            0.025182,           0.0052714,                   0,            0.003532,            0.003532,            0.003532
                 198,            0.035659,           0.0062905,                   0,             0.72518,              0.5849,              0.6568,             0.31145,            0.025168,           0.0052678,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.035854,           0.0064532,                   0,             0.72535,             0.58596,             0.65711,             0.31179,             0.02515,           0.0052625,                   0,            0.003466,            0.003466,            0.003466
                 200,              0.0356,           0.0064369,                   0,             0.72642,             0.58602,             0.65778,             0.31229,            0.025133,           0.0052558,                   0,            0.003433,            0.003433,            0.003433
                 201,            0.035554,           0.0063183,                   0,             0.72658,             0.58556,             0.65851,             0.31266,            0.025113,           0.0052522,                   0,              0.0034,              0.0034,              0.0034
                 202,            0.035638,           0.0062878,                   0,             0.72752,             0.58501,             0.65838,             0.31292,            0.025093,           0.0052478,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.035363,           0.0064474,                   0,             0.72725,             0.58628,             0.65889,             0.31311,             0.02508,           0.0052438,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.035946,           0.0064666,                   0,             0.72645,             0.58731,             0.65932,             0.31319,            0.025067,           0.0052368,                   0,            0.003301,            0.003301,            0.003301
                 205,            0.035228,           0.0064562,                   0,             0.72674,             0.58761,             0.65986,             0.31359,            0.025056,           0.0052297,                   0,            0.003268,            0.003268,            0.003268
                 206,            0.035267,           0.0063182,                   0,             0.72883,             0.58675,             0.66061,             0.31418,            0.025036,           0.0052253,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.035787,           0.0064731,                   0,              0.7312,             0.58762,             0.66137,              0.3147,            0.025019,            0.005217,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.035789,           0.0063136,                   0,             0.73064,             0.58897,             0.66198,             0.31504,               0.025,           0.0052109,                   0,            0.003169,            0.003169,            0.003169
                 209,            0.035846,           0.0062167,                   0,             0.73118,             0.59016,             0.66245,             0.31533,            0.024981,           0.0052063,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.035653,            0.006336,                   0,             0.73147,              0.5904,              0.6628,             0.31561,            0.024969,           0.0051999,                   0,            0.003103,            0.003103,            0.003103
                 211,            0.035493,            0.006179,                   0,             0.73165,             0.59137,             0.66332,             0.31595,            0.024953,           0.0051932,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.034927,           0.0062935,                   0,             0.73077,             0.59238,             0.66417,             0.31665,            0.024933,           0.0051869,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.035242,           0.0064187,                   0,             0.73454,             0.59138,             0.66484,             0.31685,            0.024915,           0.0051795,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.035312,           0.0063534,                   0,             0.73511,             0.59215,             0.66555,              0.3175,            0.024898,           0.0051705,                   0,            0.002971,            0.002971,            0.002971
                 215,            0.034509,           0.0063134,                   0,             0.73495,             0.59318,             0.66632,             0.31794,            0.024877,           0.0051632,                   0,            0.002938,            0.002938,            0.002938
                 216,            0.035013,            0.006229,                   0,             0.73421,             0.59421,             0.66732,             0.31824,             0.02486,           0.0051567,                   0,            0.002905,            0.002905,            0.002905
                 217,            0.035764,           0.0061951,                   0,             0.73608,             0.59429,             0.66816,             0.31872,            0.024842,           0.0051503,                   0,            0.002872,            0.002872,            0.002872
                 218,            0.035115,           0.0062485,                   0,             0.73847,             0.59334,             0.66865,              0.3191,            0.024824,           0.0051436,                   0,            0.002839,            0.002839,            0.002839
                 219,             0.03534,           0.0062825,                   0,             0.73772,             0.59461,             0.66929,             0.31964,            0.024808,           0.0051378,                   0,            0.002806,            0.002806,            0.002806
                 220,            0.034973,           0.0062284,                   0,             0.73922,             0.59481,             0.67011,             0.32022,            0.024786,           0.0051327,                   0,            0.002773,            0.002773,            0.002773
                 221,            0.034575,           0.0060971,                   0,             0.74134,             0.59436,             0.67064,             0.32069,            0.024773,            0.005127,                   0,             0.00274,             0.00274,             0.00274
                 222,            0.034891,           0.0061754,                   0,             0.74173,             0.59468,             0.67135,             0.32096,             0.02476,           0.0051212,                   0,            0.002707,            0.002707,            0.002707
                 223,            0.034781,           0.0061245,                   0,             0.74168,             0.59611,             0.67188,             0.32114,            0.024748,           0.0051161,                   0,            0.002674,            0.002674,            0.002674
                 224,            0.034824,           0.0062369,                   0,             0.74172,             0.59603,             0.67228,             0.32167,            0.024732,             0.00511,                   0,            0.002641,            0.002641,            0.002641
                 225,            0.034804,           0.0060587,                   0,             0.74291,             0.59536,             0.67307,             0.32216,            0.024716,            0.005104,                   0,            0.002608,            0.002608,            0.002608
                 226,            0.034994,            0.006232,                   0,             0.74375,             0.59637,             0.67397,             0.32234,              0.0247,           0.0050968,                   0,            0.002575,            0.002575,            0.002575
                 227,            0.034792,           0.0060855,                   0,             0.74515,             0.59613,              0.6744,             0.32285,            0.024686,           0.0050925,                   0,            0.002542,            0.002542,            0.002542
                 228,            0.034715,           0.0061221,                   0,             0.74535,             0.59676,             0.67513,             0.32311,            0.024667,           0.0050878,                   0,            0.002509,            0.002509,            0.002509
                 229,            0.035059,           0.0061766,                   0,              0.7457,             0.59746,             0.67582,             0.32369,            0.024654,           0.0050826,                   0,            0.002476,            0.002476,            0.002476
                 230,            0.034345,           0.0062822,                   0,             0.74683,             0.59849,              0.6767,             0.32419,            0.024638,           0.0050765,                   0,            0.002443,            0.002443,            0.002443
                 231,            0.034818,           0.0061375,                   0,             0.74935,             0.59794,             0.67752,             0.32454,            0.024623,           0.0050717,                   0,             0.00241,             0.00241,             0.00241
                 232,             0.03428,           0.0059911,                   0,             0.75184,             0.59777,             0.67813,             0.32512,            0.024608,           0.0050671,                   0,            0.002377,            0.002377,            0.002377
                 233,            0.034305,           0.0061869,                   0,             0.75133,              0.5981,             0.67862,             0.32556,            0.024587,           0.0050609,                   0,            0.002344,            0.002344,            0.002344
                 234,            0.034291,           0.0060679,                   0,             0.75198,             0.59868,             0.67927,             0.32593,            0.024571,           0.0050563,                   0,            0.002311,            0.002311,            0.002311
                 235,            0.034325,           0.0062247,                   0,             0.75144,             0.59913,             0.68002,             0.32624,            0.024557,           0.0050531,                   0,            0.002278,            0.002278,            0.002278
                 236,            0.034209,           0.0061078,                   0,             0.75189,             0.59984,             0.68083,             0.32677,            0.024544,           0.0050486,                   0,            0.002245,            0.002245,            0.002245
                 237,            0.033762,           0.0060305,                   0,             0.75243,             0.60087,             0.68143,             0.32719,            0.024526,           0.0050441,                   0,            0.002212,            0.002212,            0.002212
                 238,            0.034223,           0.0060992,                   0,              0.7498,             0.60531,             0.68213,             0.32765,            0.024508,           0.0050405,                   0,            0.002179,            0.002179,            0.002179
                 239,            0.034782,           0.0061996,                   0,             0.75166,              0.6042,             0.68318,             0.32796,            0.024493,            0.005036,                   0,            0.002146,            0.002146,            0.002146
                 240,            0.034274,            0.006001,                   0,             0.75219,             0.60476,              0.6835,             0.32823,            0.024477,           0.0050311,                   0,            0.002113,            0.002113,            0.002113
                 241,            0.033418,           0.0059155,                   0,             0.75433,             0.60436,             0.68424,              0.3285,            0.024462,           0.0050275,                   0,             0.00208,             0.00208,             0.00208
                 242,            0.033539,           0.0059494,                   0,             0.75325,             0.60579,             0.68413,             0.32886,            0.024445,           0.0050227,                   0,            0.002047,            0.002047,            0.002047
                 243,            0.033598,           0.0060325,                   0,             0.75374,             0.60698,             0.68478,             0.32931,             0.02443,           0.0050183,                   0,            0.002014,            0.002014,            0.002014
                 244,            0.033867,           0.0059887,                   0,             0.75309,             0.60762,             0.68524,             0.32977,            0.024409,           0.0050154,                   0,            0.001981,            0.001981,            0.001981
                 245,            0.033623,           0.0059353,                   0,              0.7547,             0.60706,             0.68594,             0.32999,            0.024393,           0.0050117,                   0,            0.001948,            0.001948,            0.001948
                 246,            0.034082,            0.006058,                   0,             0.75735,             0.60666,             0.68676,             0.33068,            0.024374,           0.0050067,                   0,            0.001915,            0.001915,            0.001915
                 247,             0.03391,             0.00608,                   0,             0.75824,             0.60587,              0.6872,             0.33102,            0.024355,            0.005002,                   0,            0.001882,            0.001882,            0.001882
                 248,             0.03369,           0.0060333,                   0,             0.75891,             0.60658,             0.68794,             0.33147,             0.02434,            0.004998,                   0,            0.001849,            0.001849,            0.001849
                 249,            0.033637,           0.0058775,                   0,             0.76025,             0.60677,             0.68844,             0.33188,            0.024322,           0.0049936,                   0,            0.001816,            0.001816,            0.001816
                 250,            0.033032,           0.0057448,                   0,             0.75637,              0.6092,             0.68901,             0.33216,            0.024307,           0.0049896,                   0,            0.001783,            0.001783,            0.001783
                 251,            0.034073,           0.0060995,                   0,             0.75867,              0.6088,             0.68967,             0.33264,            0.024291,            0.004983,                   0,             0.00175,             0.00175,             0.00175
                 252,             0.03323,            0.005937,                   0,             0.75544,             0.61103,             0.69001,             0.33298,            0.024281,            0.004977,                   0,            0.001717,            0.001717,            0.001717
                 253,            0.033633,           0.0060635,                   0,             0.75825,             0.60963,             0.69013,             0.33339,            0.024271,           0.0049704,                   0,            0.001684,            0.001684,            0.001684
                 254,            0.033248,           0.0058746,                   0,             0.75823,             0.61182,             0.69089,             0.33387,            0.024257,           0.0049643,                   0,            0.001651,            0.001651,            0.001651
                 255,            0.033108,           0.0057956,                   0,             0.75856,             0.61325,             0.69199,             0.33428,            0.024242,           0.0049575,                   0,            0.001618,            0.001618,            0.001618
                 256,            0.033478,           0.0059561,                   0,             0.75914,             0.61444,             0.69286,             0.33493,            0.024224,           0.0049523,                   0,            0.001585,            0.001585,            0.001585
                 257,            0.033324,           0.0059509,                   0,             0.76054,             0.61482,             0.69372,             0.33546,            0.024205,           0.0049449,                   0,            0.001552,            0.001552,            0.001552
                 258,            0.033174,           0.0060082,                   0,             0.76097,             0.61555,             0.69452,              0.3357,             0.02419,           0.0049394,                   0,            0.001519,            0.001519,            0.001519
                 259,            0.033374,           0.0059269,                   0,             0.76146,             0.61715,             0.69522,             0.33603,            0.024178,           0.0049339,                   0,            0.001486,            0.001486,            0.001486
                 260,             0.03322,           0.0059523,                   0,             0.76055,             0.61856,             0.69569,              0.3365,            0.024161,           0.0049284,                   0,            0.001453,            0.001453,            0.001453
                 261,            0.033371,            0.005908,                   0,             0.75974,             0.61928,             0.69598,              0.3368,            0.024146,           0.0049235,                   0,             0.00142,             0.00142,             0.00142
                 262,            0.032739,            0.005963,                   0,             0.75892,             0.62036,             0.69653,             0.33718,            0.024131,           0.0049189,                   0,            0.001387,            0.001387,            0.001387
                 263,            0.033178,           0.0059927,                   0,             0.76003,             0.61991,             0.69697,             0.33742,            0.024116,            0.004913,                   0,            0.001354,            0.001354,            0.001354
                 264,            0.033183,           0.0058517,                   0,             0.75633,             0.62372,             0.69821,             0.33794,            0.024105,           0.0049081,                   0,            0.001321,            0.001321,            0.001321
                 265,             0.03271,            0.005688,                   0,              0.7564,             0.62348,             0.69858,             0.33836,            0.024088,           0.0049029,                   0,            0.001288,            0.001288,            0.001288
                 266,            0.032704,           0.0056114,                   0,             0.75794,             0.62459,              0.6998,             0.33889,            0.024072,           0.0048983,                   0,            0.001255,            0.001255,            0.001255
                 267,            0.032639,           0.0055533,                   0,              0.7572,             0.62578,             0.70043,             0.33939,            0.024055,           0.0048916,                   0,            0.001222,            0.001222,            0.001222
                 268,             0.03261,           0.0058538,                   0,             0.75971,             0.62505,             0.70085,              0.3399,            0.024038,           0.0048872,                   0,            0.001189,            0.001189,            0.001189
                 269,            0.032459,           0.0057844,                   0,             0.76014,              0.6257,             0.70214,             0.34025,            0.024022,           0.0048828,                   0,            0.001156,            0.001156,            0.001156
                 270,            0.032813,           0.0058053,                   0,              0.7629,             0.62565,             0.70258,             0.34065,            0.024007,           0.0048768,                   0,            0.001123,            0.001123,            0.001123
                 271,            0.033052,           0.0057732,                   0,             0.76059,             0.62777,             0.70309,             0.34098,            0.023991,           0.0048717,                   0,             0.00109,             0.00109,             0.00109
                 272,            0.032871,           0.0056224,                   0,             0.76105,             0.62935,             0.70373,             0.34133,            0.023978,           0.0048666,                   0,            0.001057,            0.001057,            0.001057
                 273,            0.032645,           0.0059184,                   0,             0.76076,             0.63023,             0.70446,             0.34171,            0.023966,           0.0048592,                   0,            0.001024,            0.001024,            0.001024
                 274,            0.032734,           0.0057941,                   0,             0.76035,              0.6311,             0.70514,             0.34224,            0.023949,           0.0048525,                   0,            0.000991,            0.000991,            0.000991
                 275,            0.032357,            0.005661,                   0,              0.7621,             0.63031,             0.70559,             0.34271,            0.023934,           0.0048462,                   0,            0.000958,            0.000958,            0.000958
                 276,            0.032244,           0.0056975,                   0,             0.76123,             0.63134,             0.70616,             0.34318,            0.023921,           0.0048403,                   0,            0.000925,            0.000925,            0.000925
                 277,            0.032289,           0.0057013,                   0,             0.76235,             0.63276,             0.70706,             0.34373,            0.023904,           0.0048358,                   0,            0.000892,            0.000892,            0.000892
                 278,            0.032762,           0.0058117,                   0,             0.76377,             0.63278,             0.70752,             0.34421,            0.023891,           0.0048308,                   0,            0.000859,            0.000859,            0.000859
                 279,            0.031901,           0.0055377,                   0,             0.76364,             0.63364,             0.70807,             0.34468,            0.023873,           0.0048257,                   0,            0.000826,            0.000826,            0.000826
                 280,            0.032178,           0.0057143,                   0,             0.76351,             0.63444,             0.70878,             0.34511,            0.023858,           0.0048204,                   0,            0.000793,            0.000793,            0.000793
                 281,            0.031919,           0.0056379,                   0,             0.76335,             0.63516,             0.70942,             0.34536,            0.023842,           0.0048161,                   0,             0.00076,             0.00076,             0.00076
                 282,            0.032032,           0.0056865,                   0,             0.76497,             0.63483,             0.71034,              0.3458,            0.023826,           0.0048105,                   0,            0.000727,            0.000727,            0.000727
                 283,            0.031489,           0.0056726,                   0,             0.76597,             0.63562,             0.71181,             0.34639,            0.023813,           0.0048043,                   0,            0.000694,            0.000694,            0.000694
                 284,            0.031879,            0.005539,                   0,             0.76559,             0.63662,             0.71252,             0.34663,            0.023799,           0.0048011,                   0,            0.000661,            0.000661,            0.000661
                 285,            0.031921,           0.0055065,                   0,             0.76453,             0.63801,             0.71323,             0.34726,            0.023782,           0.0047972,                   0,            0.000628,            0.000628,            0.000628
                 286,            0.031737,           0.0055582,                   0,             0.76482,             0.63832,             0.71348,             0.34757,            0.023768,           0.0047941,                   0,            0.000595,            0.000595,            0.000595
                 287,            0.031799,           0.0054826,                   0,             0.76473,             0.63873,             0.71422,             0.34798,            0.023752,             0.00479,                   0,            0.000562,            0.000562,            0.000562
                 288,            0.031915,           0.0056304,                   0,             0.76697,              0.6384,              0.7144,              0.3483,            0.023737,           0.0047852,                   0,            0.000529,            0.000529,            0.000529
                 289,            0.031586,           0.0054919,                   0,              0.7684,             0.63855,             0.71485,             0.34869,             0.02372,           0.0047809,                   0,            0.000496,            0.000496,            0.000496
                 290,            0.031525,           0.0056148,                   0,             0.76875,             0.63901,             0.71517,              0.3492,            0.023702,            0.004775,                   0,            0.000463,            0.000463,            0.000463
                 291,            0.030817,           0.0054768,                   0,             0.76788,             0.63983,              0.7157,              0.3499,            0.023685,           0.0047703,                   0,             0.00043,             0.00043,             0.00043
                 292,             0.03122,           0.0054395,                   0,             0.76837,             0.64078,             0.71657,             0.35008,            0.023671,           0.0047646,                   0,            0.000397,            0.000397,            0.000397
                 293,            0.031903,           0.0054911,                   0,              0.7689,             0.64197,              0.7174,             0.35059,            0.023656,            0.004758,                   0,            0.000364,            0.000364,            0.000364
                 294,            0.030991,           0.0053762,                   0,             0.77055,             0.64127,              0.7178,             0.35101,            0.023642,           0.0047531,                   0,            0.000331,            0.000331,            0.000331
                 295,            0.031036,            0.005412,                   0,             0.76972,              0.6433,             0.71836,             0.35146,             0.02363,           0.0047482,                   0,            0.000298,            0.000298,            0.000298
                 296,            0.031166,           0.0054414,                   0,             0.76992,             0.64443,             0.71893,             0.35179,            0.023621,           0.0047432,                   0,            0.000265,            0.000265,            0.000265
                 297,            0.030915,           0.0052903,                   0,              0.7698,             0.64468,             0.71943,             0.35222,            0.023609,           0.0047382,                   0,            0.000232,            0.000232,            0.000232
                 298,             0.03083,           0.0053788,                   0,             0.77011,             0.64635,             0.71999,             0.35246,            0.023598,            0.004733,                   0,            0.000199,            0.000199,            0.000199
                 299,            0.030902,            0.005518,                   0,             0.77018,             0.64665,             0.71974,             0.35271,            0.023587,           0.0047271,                   0,            0.000166,            0.000166,            0.000166
